    143 Terebellidae	Terebellida
    143 Nephrops norvegicus	Decapoda
    142 Onuphidae	Eunicida
    140 Xestospongia muta	Haplosclerida
    140 Verongula rigida	Verongida
    140 Verongula reiswigi	Verongida
    140 Verongia gigantea	Verongida
    140 UPOGEBIA DELTAURA	Decapoda
    140 trichopterans	Trichoptera
    140 Pontophilus gorei	Decapoda
    140 Podochela gracilipes	Decapoda
    140 Pitho sexdentata	Decapoda
    140 Periclimenes longicaudatus	Decapoda
    140 Mycale laxissima	Poecilosclerida
    140 Lima lima	Limoida
    140 Iotrochota birotulata	Poecilosclerida
    140 Haliclona erina	Haplosclerida
    140 gammarid amphipods	Amphipoda
    140 Formicidae	Hymenoptera
    140 Dysidea janiae	Dictyoceratida
    140 dipterans	Diptera
    140 Cribochalina dura	Haplosclerida
    140 Aplysina fulva	Verongida
    140 Acar domingensis	Arcoida
    138 Trisopterus luscus	Gadiformes
    138 Synodus foetens	Aulopiformes
    138 Octopus vulgaris	Octopoda
    138 Neomysis americana	Mysida
    138 Calanus spp.	Calanoida
    138 Antarctomysis maxima	Mysida
    136 Strombus gigas	Littorinimorpha
    136 Ruppia maritima	Alismatales
    136 Lophogastrida	Lophogastrida
    136 Harpacticoida copepoda	Harpacticoida
    136 hard corals	Scleractinia
    135 shrimp	Decapoda
    135 Pomatomus saltatrix	Perciformes
    135 Palaemonetes	Decapoda
    135 Ophioderma appressum	Ophiurida
    135 Myripristis jacobus	Beryciformes
    135 Lirophora paphia	Veneroida
    135 Gouldia cerina	Veneroida
    135 Etrumeus teres	Clupeiformes
    135 Americardia media	Veneroida
    134 Glyptocephalus zachirus	Pleuronectiformes
    133 ephemeropterans	Ephemeroptera
    133 CORYSTES CASSIVELAUNUS	Decapoda
    133 clupeids	Clupeiformes
    133 Cladophora sp.	Cladophorales
    133 anchovies	Clupeiformes
    133 Anabaena	Nostocales
    132 Scina sp.	Amphipoda
    132 Scaphocalanus sp.	Calanoida
    132 Pontophilus spinosus	Decapoda
    132 Plecoptera	Lepidoptera
    132 Perca flavescens	Perciformes
    132 Panulirus argus	Decapoda
    132 Pagurus sp.	Decapoda
    132 Ovalipes ocellatus	Decapoda
    132 Oikopleura sp.	Copelata
    132 Lysianassidae	Amphipoda
    132 EUPAGURUS BERNHARDUS	Decapoda
    132 Diodon hystrix	Tetraodontiformes
    132 Cassis tuberosa	Littorinimorpha
    132 Calappa ocellata	Decapoda
    132 Ampharetidae	Terebellida
    130 Triglidae	Scorpaeniformes
    130 Tanner crab Chionoecetes bairdi	Decapoda
    130 SCOMBER SCOMBRUS	Perciformes
    130 Processa hemphilli	Decapoda
    130 Pinna carnea	Pterioida
    130 Penaeoidea	Decapoda
    130 Octopuses	Octopoda
    130 Lagodon rhomboides	Perciformes
    130 Asaphis deflorata	Veneroida
    130 Abudefduf saxatilis	Perciformes
    129 Oscillatoria	Nostocales
    129 Oncorhynchus nerka	Salmoniformes
    128 Smaragdia viridis	Cycloneritimorpha
    128 Pista elongata	Terebellida
    128 Periclimenes americanus	Decapoda
    128 None	Dasyuromorphia
    128 Cypraeacassis testiculus	Littorinimorpha
    128 Cymatium nicobaricum	Littorinimorpha
    128 Cymatium femorale	Littorinimorpha
    128 Aphroditidae	Phyllodocida
    128 amphipod	Amphipoda
    127 Glyceridae	Phyllodocida
    126 Siphonophora	Siphonophorae
    126 scleractinian polyps	Scleractinia
    126 Rhinonemus cimbrius	Gadiformes
    126 Pollachius virens	Gadiformes
    126 PODON SPP	Diplostraca
    126 Penaeus	Decapoda
    126 Ostreoida	Ostreoida
    126 Ophiothrix fragilis	Ophiurida
    126 Ophiopholis aculeata	Ophiurida
    126 Menidia beryllina	Atheriniformes
    126 Melitidae	Amphipoda
    126 Leptochela sp.	Decapoda
    126 Hydracarina	Trombidiformes
    126 harpacticoids	Harpacticoida
    126 Dorosoma cepedianum	Clupeiformes
    126 Citharichthys stigmaeus	Pleuronectiformes
    126 CENTROPAGES TYPICUS	Calanoida
    126 Buglossidium luteum	Pleuronectiformes
    126 Bothidae	Pleuronectiformes
    126 Bosmina	Diplostraca
    126 Atherinidae	Atheriniformes
    126 Anchoa	Clupeiformes
    125 Themisto abyssorum	Amphipoda
    125 Scarus vetula	Perciformes
    125 Nereidae	Phyllodocida
    125 Haemulon carbonarium	Perciformes
    125 Ammodytes dubius	Perciformes
    125 Acartia clausi	Calanoida
    124 Strombus gallus	Littorinimorpha
    124 Strombus costatus	Littorinimorpha
    124 SEPIOLA ATLANTICA	Sepiolida
    123 jellyfish	Carybdeida
    120 Thalassoma bifasciatum	Perciformes
    120 Temora stylifera	Calanoida
    120 Streblosoma hartmanae	Terebellida
    120 Stichaeidae (prickleback)	Perciformes
    120 Siphonodictyon	Haplosclerida
    120 Sea anemones	Actiniaria
    120 Scenedesmus	Sphaeropleales
    120 Rhincalanus sp.	Calanoida
    120 PROCESSA CANALICULATA	Decapoda
    120 Processa canaliculata	Decapoda
    120 Prionospio heterobranchia	Spionida
    120 Pontophilus norvegicus	Decapoda
    120 POMATOSCHISTUS MINUTUS	Perciformes
    120 Phtisica marina	Amphipoda
