FBC:FB:SpecCode:1242	Sphoeroides testudineus	11	536
FBC:FB:SpecCode:1243	Prionotus carolinus	12	536
FBC:FB:SpecCode:12445	Ginsburgellus novemlineatus	2	536
FBC:FB:SpecCode:12455	Microspathodon dorsalis	6	536
FBC:FB:SpecCode:12465	Parma alboscapularis	2	536
FBC:FB:SpecCode:12466	Nexilosus latifrons	3	536
FBC:FB:SpecCode:1246	Macrodontogobius wilburi	2	536
FBC:FB:SpecCode:1247	Dasyatis americana	13	536
FBC:FB:SpecCode:12493	Pomacentrus littoralis	2	536
FBC:FB:SpecCode:1250	Aetobatus narinari	51	536
FBC:FB:SpecCode:12510	Stegastes arcifrons	1	536
FBC:FB:SpecCode:1251	Myliobatis freminvillei	8	536
FBC:FB:SpecCode:12525	Helogenes marmoratus	1	536
FBC:FB:SpecCode:12532	Chaetodon nippon	2	536
FBC:FB:SpecCode:1253	Leucoraja garmani	7	536
FBC:FB:SpecCode:12541	Pseudobathylagus milleri	5	536
FBC:FB:SpecCode:12542	Lipolagus ochotensis	8	536
FBC:FB:SpecCode:12568	Parabothus kiensis	1	536
FBC:FB:SpecCode:12569	Psettina iijimae	1	536
FBC:FB:SpecCode:1256	Acanthurus dussumieri	1	536
FBC:FB:SpecCode:12586	Himantura granulata	4	536
FBC:FB:SpecCode:1258	Acanthurus lineatus	11	536
FBC:FB:SpecCode:12604	Parupeneus porphyreus	3	536
FBC:FB:SpecCode:12607	Valenciennea bella	1	536
FBC:FB:SpecCode:1260	Acanthurus triostegus	2	536
FBC:FB:SpecCode:12617	Hippopotamyrus grahami	1	536
FBC:FB:SpecCode:1261	Acanthurus xanthopterus	2	536
FBC:FB:SpecCode:12623	Galaxias truttaceus	1	536
FBC:FB:SpecCode:12627	Taeniamia leai	3	536
FBC:FB:SpecCode:1263	Naso hexacanthus	10	536
FBC:FB:SpecCode:12646	Chaetodon daedalma	2	536
FBC:FB:SpecCode:1264	Naso lituratus	2	536
FBC:FB:SpecCode:1265	Naso unicornis	4	536
FBC:FB:SpecCode:12662	Labracinus cyclophthalmus	4	536
FBC:FB:SpecCode:1267	Acropoma japonicum	2	536
FBC:FB:SpecCode:126	Scomberomorus maculatus	22	536
FBC:FB:SpecCode:12706	Girella cyanea	2	536
FBC:FB:SpecCode:12723	Kyphosus sydneyanus	6	536
FBC:FB:SpecCode:12725	Hyporhamphus australis	1	536
FBC:FB:SpecCode:12729	Coris bulbifrons	1	536
FBC:FB:SpecCode:12752	Trimma taylori	1	536
FBC:FB:SpecCode:12759	Hypoplectrus puella	14	536
FBC:FB:SpecCode:1275	Anguilla marmorata	4	536
FBC:FB:SpecCode:12765	Hypoplectrus chlorurus	5	536
FBC:FB:SpecCode:1276	Anguilla mossambica	1	536
FBC:FB:SpecCode:12772	Ptereleotris helenae	55	536
FBC:FB:SpecCode:12778	Canthigaster margaritata	1	536
FBC:FB:SpecCode:12784	Vanderhorstia ornatissima	5	536
FBC:FB:SpecCode:1278	Trachurus mediterraneus	16	536
FBC:FB:SpecCode:12793	Coris sandeyeri	7	536
FBC:FB:SpecCode:1279	Trachurus picturatus	2	536
FBC:FB:SpecCode:12803	Periophthalmus barbarus	2	536
FBC:FB:SpecCode:1280	Arius maculatus	1	536
FBC:FB:SpecCode:12819	Myliobatis tenuicaudatus	2	536
FBC:FB:SpecCode:1281	Hexanematichthys sagor	3	536
FBC:FB:SpecCode:12836	Haletta semifasciata	4	536
FBC:FB:SpecCode:12840	Odax pullus	2	536
FBC:FB:SpecCode:12859	Semicossyphus darwini	14	536
FBC:FB:SpecCode:1285	Arius arius	3	536
FBC:FB:SpecCode:12865	Acanthoclinus fuscus	3	536
FBC:FB:SpecCode:12868	Astyanax scabripinnis	8	536
FBC:FB:SpecCode:12884	Apterichtus klazingai	1	536
FBC:FB:SpecCode:12887	Brachysomophis crocodilinus	3	536
FBC:FB:SpecCode:1288	Trichiurus lepturus	32	536
FBC:FB:SpecCode:12891	Diademichthys lineatus	9	536
FBC:FB:SpecCode:12893	Plectrypops lima	4	536
