id	name	Anthozoa	Cnidaria_other	Polychaeta	Clitellata	Annelida_other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Mollusca_other	Brachiopoda	Ostracoda	Maxillopoda	Malacostraca	Insecta	Arthropoda_other	Ophiuroidea	Echinoidea	Holothuroidea	Echinodermata_other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Chordata_other	Animalia_other	Plantae	Categories_total	Categories_matched
198	Pristipomoides aquilonaris	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	29	10
199	Pristipomoides argyrogrammicus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	4
200	Pristipomoides auricilla	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
201	Pristipomoides filamentosus	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	29	10
202	Pristipomoides flavipinnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	29	4
203	Boops boops	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	29	7
204	Sarpa salpa	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
206	Pristipomoides macrophthalmus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	29	4
208	Pristipomoides multidens	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	29	8
209	Pristipomoides sieboldii	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	9
210	Pristipomoides typus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	4
211	Pristipomoides zonatus	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
213	Rhomboplites aurorubens	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	29	23
214	Symphorichthys spilurus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	6
215	Symphorus nematophorus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	29	7
216	Makaira nigricans	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	29	13
217	Istiompax indica	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
218	Makaira mazara	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	29	8
219	Kajikia albida	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	29	12
220	Tetrapturus pfluegeri	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
223	Kajikia audax	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	29	8
226	Xiphias gladius	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	29	11
227	Megalops cyprinoides	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	9
228	Albula vulpes	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	29	15
229	Pterothrissus belloci	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	3
230	Alepocephalus bairdii	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	29	15
231	Coregonus albula	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	9
232	Coregonus lavaretus	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	29	14
234	Coregonus clupeaformis	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
236	Salmo salar	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	29	17
238	Salmo trutta	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	29	20
239	Oncorhynchus mykiss	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	29	18
240	Oncorhynchus gorbuscha	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	17
241	Oncorhynchus keta	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	15
243	Oncorhynchus nerka	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	14
244	Oncorhynchus tshawytscha	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	29	17
245	Oncorhynchus kisutch	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	14
246	Salvelinus fontinalis	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	29	19
247	Salvelinus alpinus alpinus	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	29	6
248	Salvelinus namaycush	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	29	11
249	Centrolophus niger	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
250	Schedophilus ovalis	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	9
252	Mallotus villosus	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
253	Osmerus mordax	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	12
254	Hypomesus olidus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	5
255	Hypomesus pretiosus	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	10
256	Thaleichthys pacificus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	6
257	Glossanodon semifasciatus	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	6
258	Esox lucius	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	29	17
260	Harpadon nehereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
261	Lutjanus fulviflamma	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
262	Lutjanus fulvus	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	29	9
263	Colossoma macropomum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	29	7
264	Lutjanus johnii	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	7
266	Lutjanus griseus	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	29	18
268	Abramis brama	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	17
269	Tinca tinca	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	29	14
270	Carassius carassius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
271	Carassius auratus	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
272	Rutilus rutilus	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	17
274	Hypophthalmichthys molitrix	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	3
275	Hypophthalmichthys nobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	3
276	Notemigonus crysoleucas	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
277	Osteochilus vittatus	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	6
281	Rastrineobola argentea	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
282	Parabramis pekinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	1
283	Pelecus cultratus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	8
286	Barbonymus gonionotus	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	29	10
288	Galeichthys feliceps	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	12
289	Silurus glanis	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	29	14
290	Ictalurus punctatus	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	29	18
291	Ameiurus melas	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
292	Pangasius pangasius	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	9
293	Clarias fuscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	6
295	Anguilla japonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	6
296	Anguilla rostrata	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
298	Muraenesox cinereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	5
300	Conger oceanicus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
301	Conger conger	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
302	Conger myriaster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
303	Cololabis saira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	29	2
305	Hyporhamphus sajori	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
306	Salilota australis	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
308	Gadus macrocephalus	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	29	21
309	Gadus ogac	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	29	15
310	Lota lota	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	29	12
312	Urophycis chuss	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	29	18
313	Urophycis tenuis	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	29	16
314	Eleginus nawaga	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
315	Eleginus gracilis	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	29	17
316	Microgadus tomcod	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
318	Theragra chalcogramma	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	29	16
319	Boreogadus saida	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	12
320	Micromesistius australis	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
321	Merluccius senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
322	Merluccius australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	3
323	Merluccius bilinearis	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	29	14
326	Merluccius productus	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	29	12
327	Merluccius polli	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	29	3
329	Macruronus magellanicus	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
331	Macrourus berglax	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	29	16
332	Coryphaenoides rupestris	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
333	Macroramphosus scolopax	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
334	Hoplostethus atlanticus	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	29	15
336	Zenopsis conchifer	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	8
338	Joturus pichardi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	5
339	Menidia menidia	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	29	9
340	Eleutheronema tetradactylum	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	29	11
341	Galeoides decadactylus	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	29	12
342	Pentanemus quinquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
343	Channa striata	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	29	15
344	Channa micropeltes	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	29	5
345	Centropomus undecimalis	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	9
346	Lates calcarifer	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	29	11
347	Lates niloticus	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	10
349	Polyprion americanus	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
350	Polyprion oxygeneios	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
351	Acanthistius brasilianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	3
353	Morone saxatilis	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	13
355	Morone americana	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	14
357	Synagrops japonicus	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	29	8
358	Perca fluviatilis	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	29	16
359	Perca flavescens	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	29	16
360	Sander lucioperca	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	8
361	Centropristis striata	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	29	16
362	Lopholatilus chamaeleonticeps	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	29	11
364	Pomatomus saltatrix	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	29	17
366	Trachurus japonicus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	6
367	Trachurus murphyi	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
368	Trachurus symmetricus	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
369	Trachurus lathami	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	6
370	Exyrias belissimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
374	Decapterus russelli	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	10
376	Clarias anguillaris	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	8
377	Exyrias puntang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
378	Selene setapinnis	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
379	Selene dorsalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
380	Trachinotus carolinus	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	9
381	Seriola quinqueradiata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	29	4
382	Seriola lalandi	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
384	Megalaspis cordyla	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	10
385	Chloroscombrus chrysurus	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	29	20
387	Selar crumenophthalmus	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	29	13
388	Selaroides leptolepis	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
390	Mene maculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
391	Brama brama	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	9
392	Arripis georgianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
394	Dicentrarchus punctatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	4
396	Nemipterus virgatus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	4
397	Isacia conceptionis	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	7
398	Plectorhinchus mediterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	3
399	Pomadasys argenteus	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	29	10
400	Brachydeuterus auritus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	29	3
401	Conodon nobilis	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	11
402	Sillaginopsis panijus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	29	5
405	Cynoscion nebulosus	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	16
406	Cynoscion regalis	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	13
408	Micropogonias undulatus	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	29	21
409	Menticirrhus americanus	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	29	16
410	Menticirrhus saxatilis	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	11
411	Menticirrhus littoralis	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	12
412	Elagatis bipinnulata	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	29	13
416	Larimichthys polyactis	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	7
417	Macrodon ancylodon	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	6
418	Argyrosomus regius	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	29	5
419	Argyrosomus hololepidotus	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	29	11
420	Atractoscion aequidens	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	4
422	Genyonemus lineatus	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	29	6
423	Pteroscion peli	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	29	7
424	Paralonchurus peruanus	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	29	8
425	Pogonias cromis	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	15
427	Nibea mitsukurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1
428	Larimichthys crocea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	5
429	Leiostomus xanthurus	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	29	21
433	Pseudotolithus elongatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	3
434	Pennahia argentata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	29	5
435	Anchoa januaria	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
436	Pagellus bellottii	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	4
438	Dentex macrophthalmus	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	29	9
439	Dentex dentex	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	29	6
440	Dentex angolensis	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	29	18
441	Archosargus probatocephalus	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	29	14
442	Argyrops spinifer	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	29	17
444	Cheimerius nufar	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	29	5
445	Pagrus major	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	29	9
